,phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label,arup_null,city_name_mean_arup,county_name_mean_arup,arup_high,num_of_call,num_of_sus,num_of_sus_prob,isimei,num_of_prob,avg_call_dur,flow,num_of_app,ave_send_interval,day_average_receive,day_average_send,month_average_receive,month_average_send,ratio(send/receive)
10,4a3fe69177d1db33296ead78bc2eb3410f458f51ceea9c26ad5c7baf10e07e5f0ad6795b98145306d9844f93d4a239bb054ebc20905d55880ea5fdc19331c2da,3,9,1,1.16,1.22,1.16,1.16,1.16,1.84,1.16,1.2675,0,FALSE,55.36581524,47.65781706,0,62.875,102,0.302325581,0,0.409340659,107.9582505,0.014889472,100,19877.03025,0,5.458762887,0,132.375,0.004699248
11,1708e1c2c7e6e3ba949421eede6d80cf77fb12b692a7514a988cd74ad89d963f0c129dfc0db43c5c8fba6b6122c12a3e7e6dc4930686d39b60a1ecd16afa6cda,2,10,3,78.78,79.14,79.87,78.78,79.24,78.78,102.2,84.86125,0,FALSE,67.54491469,60.01643293,0,65.75,65,2.125,0,0.95620438,76.68821293,0.00015841,230,14508.81397,0.085972851,6.461538462,2.375,178.5,0.016748081
12,1de2d338adcd6a255a17141ba1c663fbc8071f2ed756a248d6f1d77f44f6d841a68cae430cf13f09bc447e97416b9cee313fe305742d0913a912da426593108c,2,11,1,19,19,19,19,19,19,19,19,0,FALSE,67.54491469,92.2183704,0,7.833333333,9,1.375,1,2,49.14893617,0.001402804,95,24281.87413,0.004901961,4.245098039,0.125,108.25,0.006888634
13,b16920c8dfc8a0e1349db12d2d3285f77e31c6a6d3ed2a68725f41e628c0f98d5ce55bb71ca33e3bc52acbfaf946cd2bdae06142413dece51698d1a3444d2935,2,12,1,,,,,3.09,1,1.4,1.6225,0,TRUE,67.54491469,47.54269394,0,86.5,46,0.647058824,0,0.407114625,77.43641618,0.000842358,143,11733.41857,0.065217391,7.554347826,1.5,173.75,0.015714286
14,7edc0ed9e4afb9648b18ae4517516ed1c641103c2f83dd3d4d75f56c9c01bd0e46bf26962bc343453579d1a858a4471ab7b864a81f33b0edb1cd558c34f79205,5,13,1,48,48,48,48,48,48,48,48,0,FALSE,62.81762235,145.6898214,0,46.625,47,0.676470588,0,0.781395349,75.68900804,14.79654984,3,56802.99185,0,3.548076923,0,46.125,0.013368984
15,73e9ee7e186d0483f568bc1227cfc407fb5548a441dc1943841c723faded61e1f9522da24287b565e1472002308fb8f0db9c5bfa67f4e1e0b48210c3da018629,6,14,1,74.05,115.61,126.12,181.64,116.5,104.7,54.5,103.4525,1,FALSE,74.21436094,68.8336859,0,382.5,388,1.503144654,1,1.877652934,64.20392157,0.000110392,321,8344.114124,1.432432432,9.290540541,35.33333333,229.1666667,0.157246377
16,afb879635550e8c192c9507e5481faa3e32b440a1809eb98dd6940ec675a5098225f834d1d08262ee0a00b3bf97b8b75fb620eb0c136228b3e3405173fe43fa1,2,15,3,49.22,52.62,47.3,47.2,47.6,47.1,47,48.32,0,FALSE,67.54491469,63.31759713,0,101.5,105,22,0,163.4,75.92487685,0.05394897,55,13604.84272,0.082608696,6.639130435,2.375,190.875,0.015665796
17,d374d619082ea422e8e99bb417beb4e860e49c3628bde9efccf8246dc977a010fce803d5c351dea47392f94d770f11c4ec40c34459f553ac161b78d7304fb1b2,3,16,1,79.3,79.48,79.5,79.1,79.4,79.2,79,79.26,0,FALSE,55.36581524,45.32644231,0,178.125,192,0.442857143,1,0.369274809,54.1754386,0.167748528,31,6390.752126,0.082304527,13.4691358,2.5,409.125,0.007626602
18,9f5a6e330a5a45c879f6f6065d9a2e73d0053c425cd5b2b9ee0ac292ec40aef23e29b2d7f01207e44eceb0db0d4feb00559c67a7673637bfb5f7d9d49f9cbe4a,2,15,3,115.59,122.56,115.76,115.4,115.02,115.87,121.4,117.12625,1,FALSE,67.54491469,63.31759713,0,23.42857143,41,6.285714286,1,9.235294118,140.1097561,0.000184334,396,5139.823654,0.515837104,16.62895928,14.25,459.375,0.032336957
19,6988a9ed8a63aa4b3c6945f625e3f9d0be3a376585d3e2f4e05c28e01a387161be31cd54d38e269780bf4b633ecc64f505cce2db6fb32a1a2bcb3d1943ab3897,7,17,2,82.74,91.75,82.54,82.09,93.67,117.43,159.66,102.575,0,FALSE,67.39926049,58.20955357,0,233.125,305,1.1875,1,1.346683354,68.64504021,0.000101428,240,15906.86202,0.131707317,6.307317073,3.375,161.625,0.024653313
20,c32f698c84a8ad2964b8b76c526d6c08ec5db44ff1d2e4394e19bb292f45aeaa216e006a3bafba99f86b7c69058d6c45d8cc7588ff5244bf149fa8bf4e5f1b77,2,15,2,,5.14,19,19,19,19,19,22.45,1,TRUE,67.54491469,63.31759713,0,25,18,2.5,1,9,131.33,0.211399313,27,157028.4516,0.1,9.3,0.333333333,31,0.06122449
21,8b9179c987165956a6221eaf4c738182f59a07a13ccf4b3957e1ef2f5633ac1325efa9aeb94a1fa1d6e87ba854e13f994a15af06f8698d8f2a8b0adb1df4f53c,2,5,3,,,,196.41,,,,196.41,1,TRUE,67.54491469,66.57455075,1,366,81,5.5,1,18.78947368,128.1174863,,0,2682.039823,5.375,23,43,184,0.253968254
22,168aa25a3c9d315165077fe4ce43cf809416bc7d075c34513c7c03d1356f6d9dd54103ed93ce05ebae0de6bff237e1ec945d250aa17823ed828e890e2ce615e1,8,18,1,,1,29,29,29,29,29,25,0,TRUE,56.28338464,66.22446429,0,10.33333333,20,2.333333333,1,2.6,66.85483871,2.93E-05,598,23116.46406,0.282485876,4.203389831,7.142857143,106.2857143,0.073431242
23,5f16fe8f53b70292de45477651ae40457d9e251b2812b934a44ac6e75786442078bbc5e521ee9d2c4589b21ab0c0e75e123f36b794d5f17e65fb6841a4eb7fb5,4,6,3,169,169,169,169,169,170.1,174.3,169.8,0,FALSE,64.16894792,97.50322389,1,86.33333333,111,1.122807018,1,1.227848101,105.4266409,0.000108374,262,30231.04676,0.359375,4.828125,5.75,77.25,0.081861958
24,becad33ef685aa51b1c6ead188193059f7bb2008c074fc77fc8619355e0bfff502b64569c660d78bf0ca4c4d843b1b68b8275a64856fd983ed47d741225a83bd,9,19,3,1,1.1,1,1,1,1,1,1.0125,0,FALSE,59.52868001,81.73678571,0,5.875,3,1.6,0,10.4,72.63829787,0.001098758,82,44681.98069,0,3.511278195,0,58.375,0.01059322
25,928df9be4c3e7304c83736a39aa81fa9fe3a1c76e01710e6581b0277ebced37390ce2472560921e7d62b2289eba6fb14eaaf9eff1a095dbcc2e872db6826650e,2,20,2,,,29.57,59.9,58.9,58.9,58.9,54.17833333,1,TRUE,67.54491469,67.35377805,0,1574.333333,2336,468.2,1,1890.2,29.18685158,0.020346007,29,22233.2605,0.055555556,4.674603175,1.166666667,98.16666667,0.02020202
26,51fe5bf2476c2fc6903fc45bcec063ec8a16adda2b738dd620f062287d91b234abbbf3e68e01e9c63de97bd38bbf041a5571dbac501834012d4d529c6560d86a,4,21,2,50.8,31.4,41.6,33.2,28.8,43.4,26.4,35.3375,0,FALSE,64.16894792,59.06272457,0,46.625,93,5.058823529,0,5.079365079,148.7104558,0.2862516,48,21631.03601,0,3.987704918,0,121.625,0.005112474
27,a7aa19e6e8ea1ccf49dae947a55a85d3001fb347ecb79588fa54410402e2660423fd7f28b14303110f2051e36d84943029d4178899ad53df185b6e8121c98956,6,22,1,44.2,52.99,54.28,45.32,45.1,49.7,43.5,47.35625,0,FALSE,74.21436094,55.21165909,0,212.75,161,0.676470588,1,0.574977001,64.39717979,0.040141169,61,11211.3724,0.192622951,7.504098361,5.875,228.875,0.02832244
28,433bbcfb740f49bbe2392c84158445bd7648367d8ad05180cd55f8236dadf9c80ac7f27f037fc88507d00abad2604c60ef761566e6035c8f24ef4972fff2211f,2,2,2,21,15,11,13.18,11,11.36,11,13.0675,0,FALSE,67.54491469,54.3951461,0,14.875,16,0.625,0,0.162162162,50.98319328,21.84738153,2,33177.90952,0.062068966,4.289655172,1.125,77.75,0.022328549
29,0dfe7b8fe532ae4b85f64ef11aa478e2abae8d0c92d8118f0169c43600dc7d6af517139f1b8c5305ad5ba7b14d03812a910962649881d3be1af39434f350f6eb,2,10,5,,,,230.04,,,,230.04,1,TRUE,67.54491469,60.01643293,1,265,76,16.2,1,54,227.354717,0.00809394,17,13596.18462,0.4,12.8,2,64,0.101449275
30,0708b0ebd50a7eefd2040b84c4a20c10531d088bdc8eef5f8a59af927217c68232b6b98670250927610fb56e3f3e91f25f07bfb4b8b00e52788766eda944e03e,2,23,2,174.43,204.58,198.85,206.54,205.84,198.75,208.81,199.5625,0,FALSE,67.54491469,62.72254328,1,168.875,157,1.420289855,0,0.919605078,91.03997039,4.90E-05,297,20387.13827,0.038461538,4.903846154,1,127.5,0.012682927
31,327135277270d460b7664eb975452b646630adda11cc27ce0804a7ce8b513ed6f7853a9c8c4273b319794b95413ebab24ba494055a4e6bdc75ba82cd109e6436,10,24,1,71.6,71.7,71.6,73,73,73,73,72.4875,0,FALSE,56.74882249,52.79674342,0,60.125,105,0.263736264,0,0.448377581,81.43035343,5.23E-05,474,13109.27629,0.029411765,6.726890756,0.875,200.125,0.00747198
32,bdfc6bac42ddb200415f38f5b53401fc3ea134f0ec5cfe67fc2e6c23f13fd7795cc800b8fba90cc7c06a458c5afe2d578a76dbd4168b00e5472f854d66bed284,6,25,2,5,5,5,5,5,5,5,5,0,FALSE,74.21436094,33.88576389,0,70.125,166,0.353846154,0,0.490861619,175.8235294,49.56517218,2,40381.86538,0,3.473333333,0,65.125,0.009505703
33,337adca02abb4e2b17d9706912658a9b1d782099d3f85ccb917082c0eaed84de4edb025f53aa2ef8417f178a569ac2e9ee9ce8658f7365dee998041f9e14cc7c,10,26,3,117.91,117.64,119.42,119.2,131.02,124.01,118.82,120.92875,0,FALSE,56.74882249,46.83852273,0,137.125,154,1.216216216,1,1.760598504,62.41567912,7.08E-05,234,19862.27058,0,5.21182266,0,132.25,0.004703669
34,f844226258c3cfa19969797e3e183a4cc15c29a17eab96bfd1f2e87e383eeda8b560dbf582fd304a73e7eadede7ec762eb264aa6df42080376d348bdfaeac934,2,27,5,,,,11.09,19,23.99,23.5,105.604,1,TRUE,67.54491469,79.20450184,0,6.6,14,2.428571429,1,5.142857143,184.6666667,0.182490564,46,42299.31338,1.347826087,11.04347826,6.2,50.8,0.138996139
35,c8e86aa23e02cbecfd5fe9187f7a25c3e7f9d662a429ed17bcd5db1cbce7fddac6922964415a96e14cc10fbaadf539a5b8605bbd9b687ff06cb797e50a9436d2,2,23,4,,,745.26,94.62,19,,,286.2933333,1,TRUE,67.54491469,62.72254328,1,50,29,6.8,1,21,237.83,0.006343921,21,517.4995995,691,379.1428571,2418.5,1327,1.820985333
36,9c3bfd848bfb72073cc7df767c29685d96aa3c8ffb456cf7b2efa129620ac95ed46a3da487c6f67c6a84b8b7ac25c1e440affc941a173c926a9c94573769fd14,2,28,2,52.26,28,28,28,28,28,28,31.0325,0,FALSE,67.54491469,72.16061768,0,30.5,69,1.724137931,0,1.91954023,76.79918033,0.000458109,180,39134.89454,0.048611111,3.645833333,0.875,65.625,0.022641509
37,2303b7c370a7a60d5f0e113dd0fa15b16d2acd01f9aab092151d4ba158a14e87fdeb7bee2ef7f0e64388d3ec013ba807493489584d1b4b37b664a5cb83df0ffb,2,5,1,102.6,103.4,102,103.2,102,102,102,102.4,1,FALSE,67.54491469,66.57455075,0,67.875,132,0.632183908,1,0.696319018,44.1160221,3.78E-05,554,4388.41357,0.423469388,24.02040816,10.375,588.5,0.018671759
38,09bf4bae88366e9cef06567ee5d5ef62ebc59da995bce77e5bdc381c2c4d4cf804bfff26641c034e3b965a13988f2f566110fcbd9149558819ff16dc2fc07908,5,29,1,61.1,61.4,61.1,61,61.3,61.2,61.5,61.2625,0,FALSE,62.81762235,64.46121429,0,55.25,45,1.2,1,1.122065728,58.06334842,0.000191944,314,10579.77604,0.090163934,8.057377049,2.75,245.75,0.01369863
39,65cffa7e3a8bf03ef12e5a1b6a97b9e6c685c7fa417e38931e92218736d38e82ae18019c8522afe44e4794d979096429fe5c73d32167e76d592230ac577784ea,2,20,1,113.51,106.1,112.27,156.66,159.23,106.6,106.1,136.78375,0,FALSE,67.54491469,67.35377805,0,539.125,549,0.940972222,0,1.063484487,73.77672154,0.000124331,274,15168.85838,0.246575342,6.077625571,6.75,166.375,0.044161677
40,6483e27cf219ce1ad8c8877471b79cbf76ac8cc92f1743629d51c9856ec06881e703a12645e36a151a063510fce895594cd85a69bb175698f6f961ef6b3d2b05,2,15,1,14,14,14.4,14,14.2,14.1,14,14.1375,0,FALSE,67.54491469,63.31759713,0,74.25,115,0.470588235,0,0.847094801,78.84343434,0.000102025,433,5680.957131,0.057377049,15.14754098,1.75,462,0.005133748
41,5bad86c505fa1165d8863be830c743570bf2cd6dbf4a5941f1bfc1850205c0906d519b3c18c2fc13247d851d3ed255b70aa9ef366f0c73f4f457d0b700e2d072,11,30,1,2,2,2,2.1,2,90,2,13.0125,1,FALSE,79.48752413,84.05273469,0,72.5,46,2.294117647,1,6.380952381,63.04827586,,0,41546.56589,1.818181818,10,6.666666667,36.66666667,0.217391304
42,10eeaa0f0c193824abaf0269ebcf3eaffcc1b83657715325cfbe9ceae27e839779d57eb41e7d0116ba4973144b20dbc0928687b37bb96931a9756142dc63afd1,2,8,2,4.11,10.79,34.54,4.3,4,4,4.1,8.7425,0,FALSE,67.54491469,55.71088713,0,167.5,249,0.608695652,1,0.715374841,119.7261194,0.00046301,172,16566.85095,0.031674208,5.71040724,0.875,157.75,0.009471192
43,b14d9ddf92d9ce73bcd974a58e0efecd2012bfe87f8836a9241c4143bd650e657505007735f099a3fe0965ef282854263695acc8f1e66a5586dbf0334c6f5d1a,0,0,1,36.29,38.63,41.74,25.38,34.73,25.22,52.14,35.60375,0,FALSE,67.6898946,87.9621868,0,82.875,182,0.6,0,0.554272517,162.9939668,,0,31533.39039,0,4.476510067,0,83.375,0.007440476
44,04f29ed2cb3114ab3315155040b1ad0d76566b59c14fdccba1d275daf6f7b5c873ceb926bd0d401cc0b9c678ff56b6628d6c61af1c8ad65bc66f2288b61549eb,11,30,2,2.46,4.09,5.26,4.1,7.37,5.68,3.65,4.53625,0,FALSE,79.48752413,84.05273469,0,42,68,1.108108108,0,1.489208633,99.83035714,0.129329409,45,33193.1248,0,4.594202899,0,79.25,0.007824726
45,4a50a082ead1c5691e8c44b2a74a59042798c616d2c8987e265dce1052f0a2f362dd863e755ee495ff92235b593e88d7eabab0b9ebfde1db765275666ad13d6c,2,5,1,1,1,1,1,1,1,1,1,0,FALSE,67.54491469,66.57455075,0,143.625,202,0.643410853,0,0.6232493,40.18276762,0.000231474,287,13159.10457,0.012987013,6.904761905,0.375,199.375,0.005
46,da99c3ade3eb00815a7654acc8e03329d75973ac5e2064e36adc45322b4064d5f7f01aedc2aaeff1288a6f7db04ad890f96bdd8346c3e0a8f41711a4077018f0,0,0,1,,,,1,15,,,8,1,TRUE,67.6898946,87.9621868,0,12.5,2,1.4,1,6,62.12,0.432148175,8,80184.51852,4.333333333,5,6.5,7.5,0.9
47,95ca76270ec248574d2d0669bc0fce822762186d051f3a58d8312f950742c3642fbb87619a3dd95c1f6b4a13e5e3c848ee4ee307c55bafb37635d8abffcaf09b,2,28,4,,,,,,,,54.77,1,TRUE,67.54491469,72.16061768,0,192,9,2.8,1,39.4,47.69270833,0.027131056,37,7377.701754,0.75,13.75,3,55,0.133333333
48,241be67e13e2ac318e7080f87345ced8bd7b371f88f648e1fb16eeb0d0727903699b47cea6810b99d7af3abef195b32275d03eaf6749e4fcfa0f180a050f624c,8,31,3,60.2,59.3,59.67,59.1,59.27,63.7,63.3,61.0175,0,FALSE,56.28338464,68.47462798,0,68.375,57,0.456521739,0,0.698170732,70.06215722,0.000238077,277,16182.62085,0.23943662,5.845070423,6.375,155.625,0.0448
49,414846c4b6d9de93a20181adc38bdd28ac890e7e5f67e106b8d3609ab447ad6b5144e570f5dfa0d0a271ec2852c29a7c9daad47fe605fef7957feecfe2d30a44,2,32,4,1.2,1,1,1,1,1,1.1,1.0375,0,FALSE,67.54491469,71.32098907,0,36.75,106,5.444444444,1,8.212121212,258.414966,0.000236942,236,79349.54231,0.009803922,2.549019608,0.125,32.5,0.022641509
50,362a7f337d324bb024018733b1d4a3462129aa08459661ba9d665f1c30fdab6ed11f5febd1dd5c8d8067b952cb3d27a998a26cbae09769104a7efff1a1aacfe1,9,33,1,157,157.1,156.9,159,159,159,159,158.25,0,FALSE,59.52868001,59.07972917,1,52.75,80,0.956521739,0,0.830508475,99.94549763,0.000183255,354,12836.55208,0.018018018,7.337837838,0.5,203.625,0.005507956
51,4a692ea1b3346b6168d945ed42630a7319d1536f8cedb467f0d70fc187662c2c5a739f143c314af3e9bc373a0d02344e64d297ccfd1d41f3cd6f7fcb6d0e4428,2,34,4,,,,,,46.66,,46.66,1,TRUE,67.54491469,38.10123241,0,167,20,5,0,16.7,36.13173653,385.3642043,2,17881.83784,1,11.66666667,3,35,0.2
52,c2738cec3205dfcf3850bbf94cc975eb6cc35c0518943b17c7b96158f810a211195917f5ed780cf7ffa74bb650f2e62c1b3608732e8898d12ec569241ec206bc,12,35,3,117.62,151.67,124.08,161.35,103.3,106.41,79.12,119.615,0,FALSE,82.27228409,97.77973065,0,121.75,301,1.303703704,0,1.102564103,178.6026694,3.56E-05,619,10902.73212,0.029045643,7.98340249,0.875,240.5,0.00622084
53,931573aaba554b1c0c76fa56d35f0aaf41469064c493d515f36ae1c95998aadcb8373b540da6a1145804bde6c8884748709f28f195f3c27abd1ca4e5cac3d184,13,36,1,31.97,28.93,62.63,45.3,24.56,23.99,20,32.29125,0,FALSE,52.78560125,51.60875,0,53.375,136,0.825,0,1.090909091,177.501171,0.002602532,126,36881.78445,0,3.705882353,0,70.875,0.008741259
54,71ce0be5779db6dc5f96ef0e24a5d0fbc6d9ea80cdcd2822e51782c219e0ec0269418c52b62da9ec07fd9bdf3bf8bdf49efd4daa1f016f3b3078701de82690cd,7,37,1,25.27,28.69,26.13,27.17,27.74,22.42,35.15,30.7925,0,FALSE,67.39926049,85.60579167,0,50.5,110,1.352941176,1,1.167539267,141.9653465,0.000973619,240,33775.76167,0.018867925,3.893081761,0.375,77.375,0.012820513
55,e38ee69f77d942aa45e81ec7da9f5948ac527b081f3af9e78f348fee944926fc0a644cc88cbec3e05c1976b7f2c8f1f6e153a96871abad25a7ee3a566352df5d,0,0,4,174.5,174.5,174.5,160,82.75,75.05,79.9,127.64375,1,FALSE,67.6898946,87.9621868,0,345.25,610,0.802325581,0,1.313856427,71.25524982,5.85E-05,502,6316.494898,0.245901639,13.41393443,7.5,409.125,0.019829164
56,3d78ba390b7d395362c3c12fbde309cae8a8c2ca77ac5c4255ce4523245988d3e4feb9d59beaf7d696e58287ba5ca81743ae5f17e76ff8e4cdad3661f983c318,2,38,2,22,22,22,22,22.39,22,22.44,22.10375,0,FALSE,67.54491469,51.43977652,0,35.125,61,0.69047619,1,0.590163934,101.683274,8.56E-05,226,25570.96455,0.148148148,4.185185185,3.5,98.875,0.041457286
57,9455808b8c83066f6a80aaa367642c43e7a8c5b7fef271e4c48b8cc69b63990e967818ca756a78b031a00a0ccf10336bb29b7b45e439da7d38418bcf4cebd030,12,39,3,1.4,1,1,1,1,1,1,1.05,0,FALSE,82.27228409,86.32152991,0,49,103,0.448717949,0,0.68907563,114.119898,0.000454279,131,49624.77307,0,3.140625,0,50.25,0.012285012
58,c1b0dbcdb4a01d72cc485fbbdd9ed4c2e64bde80ebb0ea4fd76bad8f7636d68d07d7d6d6f6191c0b4ab40e9507a177e8b0760507fe6448ef8c1d30d450d0f789,2,12,1,21.8,16.88,15.62,15.62,17.24,17.24,23.18,17.945,0,FALSE,67.54491469,47.54269394,0,17.625,26,1.117647059,0,1.396825397,82.23404255,32.24267117,5,136810.9302,0,3.421052632,0,16.25,0.037037037
59,1c4794c2552aaff2b93e7e048d31c57df435fdf522ff09d30228cc62fdce6f267a071c76c9e005d58973a61abc9d152aa1245f7b52d63104981fea372353e392,2,20,3,1.8,1,2,2.1,19.1,19.1,19.2,8.1875,0,FALSE,67.54491469,67.35377805,0,40.25,120,0.313131313,0,0.702564103,72.07142857,0.000185621,285,24325.42588,0.151219512,4,3.875,102.5,0.043636364
60,bba99642353deab564eb8bbef86ea8db5f84a2869ab9a1eb8a0fe2eda77b164894fcde2dce0a03c8507c3e9a0f1cdb62753d38cbd9a5cb69afbe087779a213e5,3,40,2,53.64,50,50,50.4,51,53.4,51,51.305,0,FALSE,55.36581524,60.0985779,0,46.5,86,0.684210526,0,0.900497512,69.35483871,5.90E-05,438,10402.32789,0.166666667,8.2625,5,247.875,0.022635815
61,41a974d72a9531876b910c02b581fa219d6645c62835777a918dfa505560a93afe1dcc61d532499435ddeffa9ed8bda510614fba285eaa30072875e13c2c1695,1,41,1,31.41,42.62,39.77,32.36,24,29.7,25.52,31.9325,0,FALSE,49.47341252,48.12789062,0,96,125,0.956521739,0,0.805104408,57.5859375,25.9164686,4,13064.98631,0.020491803,6.569672131,0.625,200.375,0.006218905
62,d4264372c04594af0970fdb34162db7d90779f4c645618fb9bbb5e1c38c61d6457ae4c7add3823b8f247684f8c0167bbf4e690f4d4808aea53bb34a0caf416ad,9,33,2,49.1,1,1,12.41,18.66,1,1,10.64625,0,FALSE,59.52868001,59.07972917,0,185,168,1.656716418,1,1.882011605,77.19189189,0.005608974,85,56734.88418,0.010204082,3.612244898,0.125,44.25,0.016713092
63,ea03abc1773b9a0b84f0b05e8b3fe0b793fb89b3b201281e6fc7d32c31ebf271e274e5b7dbe86aa126209115ea0f8f33afe6f7dacddf46406d3275f8dda4c4a2,11,30,0,2,2,2,2.1,2,155.6,2,21.2125,1,FALSE,79.48752413,84.05273469,0,86,58,1.428571429,1,3.55,107.6744186,,0,34795.60432,0.909090909,11.81818182,3.333333333,43.33333333,0.111111111
64,b2c0275146e922bb1c5534a105c3394465c3702c43ea2484027058629b4055e21e23a98d584330e0722e2e57a2fe503294b8d5bd17c195c61fc0fb64e94dcb8f,14,42,1,39,39,39,39,39,39,39,39,0,FALSE,56.61926325,35.67649235,0,6.75,19,4.8,1,1.909090909,131.7592593,0.281668002,51,31490.71514,0.007751938,5.170542636,0.125,83.375,0.008928571
65,b579851a3638f4b178cbc85cdfcf6a10ba9b26b1b736ba5387ef59d1b2955f6e7f9e47625a0a83e5e577b45f4b9e19381c33f4f845ba3ade8f788b6ca405b8db,7,43,1,,,,,23.76,18.9,24.4,21.44,1,TRUE,67.39926049,58.69636749,0,7.666666667,6,1.285714286,1,3.125,205.8695652,0.017153826,54,65809.95686,32,10.66666667,64,21.33333333,2.855072464
66,ce7169d9559034b663e57c3d9ee4fe07b32b4b42a1641f2ffa0dbfe16acfcb14b29a191bb762dd8cf37e0a29049eeaac473258315383aec01c4bd07644a2b8b9,10,26,2,5.44,1.07,1.13,1.12,1.11,1.11,1.11,2.98875,0,FALSE,56.74882249,46.83852273,0,29,7,0.7,0,0.511111111,51.68965517,0.000767472,126,114014.2772,0.025,4.6,0.5,92,0.031746032
