,city_name,county_name,idcard_cnt,arpu_202003,arup_null,city_name_mean_arup,county_name_mean_arup,arup_high,num_of_call,num_of_sus,num_of_sus_prob,isimei,num_of_prob,avg_call_dur,flow,num_of_app,ave_send_interval,day_average_receive,day_average_send,month_average_receive,month_average_send,ratio(send/receive)
53,13,36,1,32.29125,False,52.78560125,51.60875,0,53.375,136.0,0.825,0.0,1.0909090909999999,177.501171,0.0026025320000000003,126,36881.78445,0.0,3.7058823530000002,0.0,70.875,0.008741259
54,7,37,1,30.7925,False,67.39926049,85.60579167,0,50.5,110.0,1.3529411759999999,1.0,1.167539267,141.9653465,0.0009736189999999999,240,33775.76167,0.018867925,3.8930817610000004,0.375,77.375,0.012820513
55,0,0,4,127.64375,False,67.6898946,87.9621868,0,345.25,610.0,0.802325581,0.0,1.313856427,71.25524982,5.85e-05,502,6316.494898,0.24590163899999998,13.41393443,7.5,409.125,0.019829164
56,2,38,2,22.10375,False,67.54491469,51.43977652,0,35.125,61.0,0.69047619,1.0,0.590163934,101.683274,8.56e-05,226,25570.96455,0.148148148,4.185185185,3.5,98.875,0.041457286
57,12,39,3,1.05,False,82.27228409,86.32152991,0,49.0,103.0,0.448717949,0.0,0.68907563,114.11989799999999,0.00045427900000000003,131,49624.773069999996,0.0,3.140625,0.0,50.25,0.012285012
58,2,12,1,17.945,False,67.54491469,47.54269394,0,17.625,26.0,1.117647059,0.0,1.396825397,82.23404255,32.24267117,5,136810.9302,0.0,3.421052632,0.0,16.25,0.037037037
59,2,20,3,8.1875,False,67.54491469,67.35377805,0,40.25,120.0,0.313131313,0.0,0.7025641029999999,72.07142857,0.000185621,285,24325.425880000003,0.151219512,4.0,3.875,102.5,0.043636364000000004
60,3,40,2,51.305,False,55.36581524,60.098577899999995,0,46.5,86.0,0.684210526,0.0,0.900497512,69.35483871,5.9e-05,438,10402.32789,0.166666667,8.2625,5.0,247.875,0.022635815
61,1,41,1,31.9325,False,49.47341252,48.12789062,0,96.0,125.0,0.956521739,0.0,0.8051044079999999,57.5859375,25.9164686,4,13064.98631,0.020491803,6.569672131,0.625,200.375,0.006218905
62,9,33,2,10.64625,False,59.52868001,59.07972917,0,185.0,168.0,1.656716418,1.0,1.882011605,77.19189189,0.005608974,85,56734.884179999994,0.010204082,3.612244898,0.125,44.25,0.016713092
63,11,30,0,21.2125,False,79.48752413,84.05273469,0,86.0,58.0,1.428571429,1.0,3.55,107.6744186,0.0,0,34795.60432,0.9090909090000001,11.81818182,3.333333333,43.33333333,0.111111111
64,14,42,1,39.0,False,56.61926325,35.67649235,0,6.75,19.0,4.8,1.0,1.9090909090000001,131.7592593,0.281668002,51,31490.715139999997,0.007751938000000001,5.170542636,0.125,83.375,0.008928571
65,7,43,1,21.44,True,67.39926049,58.69636749,0,7.666666667,6.0,1.285714286,1.0,3.125,205.86956519999998,0.017153826,54,65809.95686,32.0,10.66666667,64.0,21.33333333,2.8550724639999996
66,10,26,2,2.98875,False,56.74882249,46.83852273,0,29.0,7.0,0.7,0.0,0.5111111110000001,51.68965517,0.000767472,126,114014.2772,0.025,4.6,0.5,92.0,0.031746032
67,2,5,5,144.97,True,67.54491469,66.57455075,0,218.0,66.0,9.857142857000001,0.0,21.8,162.5275229,0.0,0,14478.377359999999,0.166666667,8.833333332999999,1.0,53.0,0.10344827599999999
68,2,28,1,36.63125,False,67.54491469,72.16061768,0,40.625,64.0,0.138461538,1.0,0.073717949,75.29230769,0.0022126710000000003,155,7123.204876000001,0.028806584,12.12757202,0.875,368.375,0.004065041
69,15,44,4,75.5475,False,66.14450372637097,66.14622649847448,0,150.125,171.0,1.234567901,1.0,0.898119122,38.18318068,7.47e-05,292,14664.399580000001,0.21052631600000002,6.061403509,6.0,172.75,0.038211968
70,1,45,2,21.08375,False,49.47341252,56.91521809,0,26.25,40.0,0.923076923,1.0,0.732283465,62.30952381,0.055456396,64,37754.48644,0.0,3.693333333,0.0,69.25,0.008944544
71,1,45,3,15.57,True,49.47341252,56.91521809,0,82.5,40.0,4.555555556,0.0,5.730769231,95.55757576,1.112451874,3,18529.50971,0.027027027000000002,5.567567567999999,0.5,103.0,0.028436019
72,12,8,4,22.1375,False,82.27228409,55.71088713,0,2.333333333,4.0,1.8,1.0,1.8333333330000001,93.42857143,1.876191098,25,275456.6441,1.8333333330000001,8.166666667000001,2.75,12.25,0.296296296
73,3,4,4,65.7475,False,55.36581524,58.78475714,0,14.625,26.0,0.894736842,0.0,0.9538461540000001,98.34188034,0.000135249,324,13957.14295,0.353932584,8.101123596,7.875,180.25,0.04699378
74,0,46,1,20.0375,False,67.6898946,73.16376582,0,63.625,168.0,0.19463087199999998,1.0,0.291044776,46.29076621,0.001039941,181,10731.64351,0.040983607000000005,7.9877049179999995,1.25,243.625,0.007676561
75,15,44,1,0.0,True,66.14450372637097,66.14622649847448,0,79.0,30.0,7.0,1.0,32.6,132.6265823,0.006883393000000001,11,31302.090910000003,0.75,7.75,1.5,15.5,0.222222222
76,12,47,1,43.77875,False,82.27228409,71.8227836,0,100.875,196.0,2.614035088,1.0,3.211340206,34.73482032,7.290000000000001e-05,314,11557.41529,0.143478261,7.765217391,4.125,223.25,0.021217197
77,16,48,2,4.23625,False,90.77739428,41.00965909,0,1.0,1.0,1.2,0.0,1.2,2.0,0.027263472999999996,25,192438.01,0.0,3.366666667,0.0,33.66666667,0.047169811
78,17,49,1,155.9175,True,44.69668914,52.75477935,1,19.0,30.0,0.333333333,1.0,0.240740741,440.1052632,0.005735364000000001,49,16154.144230000002,0.016666667,8.666666667000001,0.25,130.0,0.011428571
79,10,24,1,59.68625,False,56.74882249,52.79674342,0,80.25,142.0,2.04,1.0,1.672131148,101.2694704,5.2000000000000004e-05,442,15438.873619999998,0.074889868,5.925110132,2.125,168.125,0.016296296000000002
80,12,35,2,62.55375,False,82.27228409,97.77973065,0,164.125,227.0,1.37,1.0,1.3625,74.15384615,7.32e-05,413,10522.43165,0.020920502,8.338912134,0.625,249.125,0.005005005
81,12,35,1,115.39666670000001,True,82.27228409,97.77973065,0,201.66666669999998,144.0,3.529411765,1.0,3.24137931,128.6330579,0.0,0,10877.2795,1.225806452,9.177419355,25.33333333,189.66666669999998,0.141114983
82,18,50,2,205.825,False,73.33585938,83.28125,1,269.5,290.0,0.875,1.0,1.47826087,46.91790353,3.54e-05,537,10927.90541,0.223628692,7.898734177000001,6.625,234.0,0.030900373
83,2,5,4,156.38,True,67.54491469,66.57455075,1,244.0,59.0,12.8,1.0,49.8,153.0655738,0.0,0,12918.69118,0.4,13.4,2.0,67.0,0.097222222
84,12,47,4,22.40666667,True,82.27228409,71.8227836,0,122.0,27.0,6.4,1.0,25.4,94.95081967,20.83380853,7,5425.081081,3.0,15.66666667,18.0,94.0,0.232323232
85,2,2,3,20.25,True,67.54491469,54.3951461,0,34.5,11.0,3.2,1.0,6.9,71.07246377,0.00029405400000000003,165,17259.66949,0.17391304300000002,10.13043478,2.0,116.5,0.037815126
86,2,28,5,110.0,False,67.54491469,72.16061768,0,208.0,375.0,1.103825137,0.0,0.924137931,106.8209135,0.00010750299999999999,241,6761.222437,0.254098361,12.5,7.75,381.25,0.02193126
87,8,18,3,166.4375,False,56.28338464,66.22446429,1,362.125,492.0,0.44252873600000003,1.0,0.732419547,86.81083879999998,1.7899999999999998e-05,520,7531.041173999999,0.226337449,11.27160494,6.875,342.375,0.021865889
88,11,51,4,135.28125,False,79.48752413,48.6685625,0,220.25,303.0,1.353383459,1.0,0.917748918,39.33427923,7.170000000000001e-05,214,4701.149017,0.06557377,18.28278689,2.0,557.625,0.004702194
89,7,52,2,23.0,False,67.39926049,52.686875,0,3.0,8.0,2.6,0.0,5.2,76.47619048,2.58940981,7,48590.24804,0.0,3.282051282,0.0,48.0,0.01285347
90,3,40,1,225.23625,False,55.36581524,60.098577899999995,1,547.75,371.0,9.297297297,1.0,14.14482759,49.03057964,7.15e-05,259,7709.914987,1.391489362,10.22553191,40.875,300.375,0.13787375400000002
91,17,53,2,74.34,False,44.69668914,43.05847315,0,98.0,247.0,1.023622047,1.0,1.122994652,186.7410714,0.002679612,66,25165.75721,0.155172414,4.632183908,3.375,100.75,0.03945746
92,12,39,4,123.91375,False,82.27228409,86.32152991,0,211.625,433.0,12.02941176,1.0,14.34234234,163.5564087,0.000137367,358,10464.80632,0.794392523,8.088785047,21.25,216.375,0.10080645199999999
93,1,7,1,1.7125,False,49.47341252,12.0014375,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22136.10429,0.076923077,12.48717949,0.6,97.4,0.016260163
94,2,54,4,1.2575,False,67.54491469,61.85528716,0,1.0,0.0,1.0,0.0,1.6,52.0,126.197617,0,43960.94748,0.0,3.18,0.0,59.625,0.010373444
95,17,49,1,59.9,False,44.69668914,52.75477935,0,123.375,212.0,1.642857143,1.0,1.562982005,88.38297872,0.001483274,198,24092.059559999998,0.10752688199999999,4.591397849,2.5,106.75,0.029103609
96,2,55,2,44.77666667,True,67.54491469,64.65374142,0,2.666666667,4.0,1.333333333,0.0,0.8,390.25,0.000670425,61,38638.438780000004,0.071428571,7.0,0.333333333,32.66666667,0.058252427
97,19,56,1,22.78375,False,68.52201469,69.95487519,0,82.375,96.0,0.65625,0.0,0.8635097490000001,31.50075873,0.024767516,57,32404.1947,0.0,3.8502994010000005,0.0,80.375,0.007716049
98,10,24,2,27.89375,False,56.74882249,52.79674342,0,552.125,434.0,0.741176471,0.0,0.973695943,43.10074711,3.5100000000000006e-05,341,10701.73995,0.22033898300000002,8.110169492,6.5,239.25,0.02970297
99,9,57,1,62.83625,False,59.52868001,86.9134,0,171.375,174.0,1.486486486,0.0,1.9445629,68.07512764,0.000285539,265,14510.27881,0.049327354000000004,6.452914797999999,1.375,179.875,0.011080332
100,2,23,1,9.03875,False,67.54491469,62.72254328,0,17.75,28.0,0.310344828,0.0,0.26666666699999997,62.80985915,0.0,0,13828.915840000001,0.013392857,6.78125,0.375,189.875,0.005249344
101,0,46,1,85.275,False,67.6898946,73.16376582,0,168.0,182.0,0.613445378,1.0,0.844686649,83.15773809999999,0.000781613,160,18171.71799,0.015463918,5.9484536079999994,0.375,144.25,0.006902502
102,8,58,3,247.22875,False,56.28338464,74.14926563,1,620.375,647.0,1.61752988,1.0,1.683756071,69.66189805,0.000147381,184,10255.6543,1.577405858,6.9958159,47.125,209.0,0.227787716
103,2,55,2,62.90375,False,67.54491469,64.65374142,0,180.75,189.0,1.117021277,1.0,1.3986820430000002,61.78769018,0.000116846,271,21603.47942,0.019900498,4.820895522,0.5,121.125,0.009240246
104,15,44,2,0.0,True,66.14450372637097,66.14622649847448,0,75.0,37.0,8.4,0.0,21.85714286,104.2866667,0.0,0,4787.945455,1.6666666669999999,17.0,2.5,25.5,0.17857142899999998
105,20,59,1,248.52125,False,57.75091243,65.60089912,1,10.33333333,3.0,1.6,1.0,7.2,44.32258065,0.129245889,21,350.421854,120.45833329999999,127.21875,2891.0,3053.25,0.94688165
106,14,60,1,139.77125,False,56.61926325,75.02453125,0,198.375,274.0,0.9189189190000001,1.0,0.99625,69.1852552,0.000162431,246,12616.1003,0.15555555599999998,7.248888889,4.375,203.875,0.024449877999999998
107,2,55,4,38.64142857,True,67.54491469,64.65374142,0,1538.833333,2332.0,467.4,1.0,1847.6,28.31127478,0.006996685999999999,17,27436.9075,0.137096774,4.491935484,2.833333333,92.83333333,0.039145907
108,14,42,1,1.0,True,56.61926325,35.67649235,0,1.0,2.0,1.4,1.0,1.4,190.5,0.0,0,61.9,0.0,20.5,0.0,41.0,0.10869565199999999
109,2,11,1,103.875,False,67.54491469,92.2183704,0,188.125,165.0,0.548672566,0.0,0.827503016,49.77674419,0.001014332,165,20840.38883,0.103773585,4.6320754719999995,2.75,122.75,0.027355623
110,10,61,1,12.03625,False,56.74882249,72.08529762,0,24.125,26.0,1.117647059,0.0,1.050505051,64.0,0.000266255,233,18551.27449,0.12041884800000001,5.816753927000001,2.875,138.875,0.025089606
111,18,62,1,25.125,False,73.33585938,73.58464286,0,6.625,10.0,1.857142857,1.0,2.5,66.22641509,0.000563142,199,30356.02171,0.055900621,4.242236025,1.125,85.375,0.020348836999999998
112,3,9,1,19.12,False,55.36581524,47.65781706,0,88.875,108.0,0.456790123,1.0,0.584615385,69.38677918,151.1787774,1,28928.863889999997,0.126506024,4.21686747,2.625,87.5,0.036879432999999996
113,14,63,1,64.1025,False,56.61926325,111.486,0,115.875,225.0,2.175675676,1.0,2.322695035,167.175836,0.000132295,211,17566.902009999998,0.047393365,5.616113744,1.25,148.125,0.012605042
114,7,64,1,66.34142857,True,67.39926049,65.0938442,0,305.1666667,867.0,174.4,1.0,367.2,14.16766794,0.335247371,6,45393.791880000004,0.046511628,4.546511628,0.666666667,65.16666667,0.022727273
115,2,65,1,14.0625,True,67.54491469,52.34247857,0,17.0,8.0,2.6,0.0,14.6,76.75,0.0,0,60818.15723,0.023255814,3.6976744189999997,0.25,39.75,0.036585366
116,2,32,1,17.2125,False,67.54491469,71.32098907,0,1.857142857,4.0,1.8,0.0,3.6,76.92307692,77.80196624,2,17521.96083,0.057777777999999995,5.28,1.625,148.5,0.015088013
117,3,4,1,34.58625,False,55.36581524,58.78475714,0,73.625,104.0,11.66666667,1.0,14.35897436,52.73514431,0.006073665,158,16875.074940000002,0.028846154,5.942307692000001,0.75,154.5,0.00886382
118,17,66,1,96.08125,False,44.69668914,38.19879762,0,16.375,14.0,3.8,0.0,27.2,76.26717557,0.00076617,207,8217.105901,0.025104603,10.68619247,0.75,319.25,0.0042985540000000004
119,2,12,1,99.0,False,67.54491469,47.54269394,0,94.5,135.0,1.543859649,0.0,1.220289855,94.94841269999999,4.6700000000000003e-05,307,12457.7758,0.254166667,6.775,7.625,203.25,0.040465972
120,2,28,4,12.27,True,67.54491469,72.16061768,0,36.0,7.0,1.8333333330000001,1.0,8.111111111,46.06944444,0.029482517000000003,40,219864.0889,0.307692308,6.692307692000001,1.333333333,29.0,0.09782608699999999
121,2,54,1,51.34625,False,67.54491469,61.85528716,0,101.625,245.0,2.5915492959999997,1.0,1.789830508,211.48093480000003,0.0,0,45283.01124,0.008403361,3.739495798,0.125,55.625,0.013333333000000001
122,8,67,1,22.0925,False,56.28338464,64.95803125,0,19.25,40.0,2.333333333,1.0,2.215686275,114.54545449999999,0.062590607,29,53933.96632000001,0.0,3.394736842,0.0,48.375,0.012755101999999999
123,3,4,1,70.15,False,55.36581524,58.78475714,0,9.875,14.0,1.6666666669999999,0.0,3.238095238,88.64556962,4.91e-05,276,13594.58609,0.027522936,6.770642202,0.75,184.5,0.007427414
124,6,68,1,69.05,False,74.21436094,101.23987209999999,0,46.75,59.0,1.464285714,1.0,1.313253012,62.75935829,0.000215225,198,21331.95533,0.019512195,4.790243902,0.5,122.75,0.009118540999999999
125,2,23,2,18.5,False,67.54491469,62.72254328,0,97.625,137.0,0.47,1.0,0.538910506,71.20230474,8.47e-05,449,6588.97021,0.081967213,12.99180328,2.5,396.25,0.007874016
126,1,7,0,1.8125,False,49.47341252,12.0014375,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26023.970980000002,0.12,15.08,0.75,94.25,0.020942408
127,2,55,1,11.6875,False,67.54491469,64.65374142,0,2.75,9.0,2.8,0.0,4.333333333,128.86363640000002,0.021514447000000003,44,14211.433990000001,0.025316456,6.210970464,0.75,184.0,0.0074475290000000005
128,1,69,4,47.87,True,49.47341252,48.17368221,0,225.0,19.0,1.071428571,1.0,10.19047619,33.28,18.99250136,1,9043.8,2.0,16.66666667,6.0,50.0,0.2
129,8,58,2,102.025,False,56.28338464,74.14926563,0,88.75,137.0,0.8607594940000001,1.0,0.855670103,126.41830990000001,0.001540439,160,27055.764939999997,0.027027027000000002,5.182432432,0.5,95.875,0.011658031000000001
130,15,44,4,0.0,True,66.14450372637097,66.14622649847448,0,21.0,5.0,1.142857143,1.0,0.6315789470000001,126.3809524,0.001036541,91,14644.0,0.111111111,5.777777778,1.0,52.0,0.10526315800000001
131,2,47,1,53.065,False,67.54491469,71.8227836,0,96.375,283.0,0.902597403,0.0,0.565130261,61.28923476,0.000182591,281,16191.68851,0.095454545,5.804545455,2.625,159.625,0.020280811
132,2,70,2,140.22625,False,67.54491469,45.05340508,0,368.375,354.0,2.8315789469999997,0.0,2.606097561,73.21377672,0.000898997,137,11551.26953,0.06147541,7.393442622999999,1.875,225.5,0.011055832
133,16,71,2,29.95125,False,90.77739428,84.35009615,0,66.0,111.0,0.704225352,0.0,0.573099415,36.63636364,0.009315031,75,36269.7747,0.0,3.802631579,0.0,72.25,0.008576329
